claim_id_unique,claim_id_original,category,group_id,workshop,Batch
kNO4,kNO4,psychology,newsouthwales1,SIPS19,SIPS19
LqG,LqG,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
mydm,mydm,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
PK5J,PK5J,criminology,newsouthwales1,SIPS19,SIPS19
r8jd,r8jd,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
Rpbk,Rpbk,psychology,newsouthwales1,SIPS19,SIPS19
rpq,rpq,psychology,newsouthwales1,SIPS19,SIPS19
V5A,V5A,psychology,newsouthwales1,SIPS19,SIPS19
vjaw,vjaw,criminology,newsouthwales1,SIPS19,SIPS19
Vv25,Vv25,economics,newsouthwales1,SIPS19,SIPS19
WpWX,WpWX,psychology,newsouthwales1,SIPS19,SIPS19
25Yg,25Yg,criminology,newsouthwales2,SIPS19,SIPS19
925Z,925Z,psychology,newsouthwales2,SIPS19,SIPS19
ArY,ArY,psychology,newsouthwales2,SIPS19,SIPS19
b40J,b40J,psychology,newsouthwales2,SIPS19,SIPS19
bG3Q,bG3Q,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
DDX,DDX,psychology,newsouthwales2,SIPS19,SIPS19
eAp,eAp,psychology,newsouthwales2,SIPS19,SIPS19
eg1q,eg1q,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
Njma,Njma,psychology,newsouthwales2,SIPS19,SIPS19
OaN,OaN,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
ONjd,ONjd,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
P9LY,P9LY,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
Pkyd,Pkyd,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
PNvY,PNvY,psychology,newsouthwales2,SIPS19,SIPS19
PXz,PXz,psychology,newsouthwales2,SIPS19,SIPS19
qP87,qP87,psychology,newsouthwales2,SIPS19,SIPS19
QREm,QREm,political science,newsouthwales2,SIPS19,SIPS19
V1N1,V1N1,marketing/org behavior,newsouthwales2,SIPS19,SIPS19
V4KA,V4KA,psychology,newsouthwales2,SIPS19,SIPS19
WpON,WpON,criminology,newsouthwales2,SIPS19,SIPS19
YBDZ,YBDZ,criminology,newsouthwales2,SIPS19,SIPS19
Z7zk,Z7zk,psychology,newsouthwales2,SIPS19,SIPS19
zlz4,zlz4,psychology,newsouthwales2,SIPS19,SIPS19
1VbB,1VbB,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
5WVE,5WVE,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
7YXJ,7YXJ,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
824a,824a,economics,newsouthwales3,SIPS19,SIPS19
88xa,88xa,psychology,newsouthwales3,SIPS19,SIPS19
9DZl,9DZl,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
D4OY,D4OY,psychology,newsouthwales3,SIPS19,SIPS19
dDd2,dDd2,criminology,newsouthwales3,SIPS19,SIPS19
dzw3,dzw3,psychology,newsouthwales3,SIPS19,SIPS19
E2aZ,E2aZ,economics,newsouthwales3,SIPS19,SIPS19
elq,elq,psychology,newsouthwales3,SIPS19,SIPS19
JYPB,JYPB,criminology,newsouthwales3,SIPS19,SIPS19
kNgP,kNgP,political science,newsouthwales3,SIPS19,SIPS19
m1DV,m1DV,psychology,newsouthwales3,SIPS19,SIPS19
P4J,P4J,psychology,newsouthwales3,SIPS19,SIPS19
Q1dl,Q1dl,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
qNRg,qNRg,psychology,newsouthwales3,SIPS19,SIPS19
reP8,reP8,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
Rp7b,Rp7b,psychology,newsouthwales3,SIPS19,SIPS19
VGAe,VGAe,marketing/org behavior,newsouthwales3,SIPS19,SIPS19
wmX4,wmX4,political science,newsouthwales3,SIPS19,SIPS19
z9XO,z9XO,sociology,newsouthwales3,SIPS19,SIPS19
2zXg,2zXg,psychology,newsouthwales5,SIPS19,SIPS19
3q2Z,3q2Z,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
3qPJ,3qPJ,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
41RL,41RL,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
a8OO,a8OO,criminology,newsouthwales5,SIPS19,SIPS19
amv1,amv1,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
AXBY,AXBY,sociology,newsouthwales5,SIPS19,SIPS19
Brgk,Brgk,psychology,newsouthwales5,SIPS19,SIPS19
bRKN,bRKN,sociology,newsouthwales5,SIPS19,SIPS19
eRbK,eRbK,psychology,newsouthwales5,SIPS19,SIPS19
kmLW,kmLW,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
Ldzz,Ldzz,psychology,newsouthwales5,SIPS19,SIPS19
LLmZ,LLmZ,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
OReL,OReL,criminology,newsouthwales5,SIPS19,SIPS19
ORNO,ORNO,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
QNqm,QNqm,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
QNXP,QNXP,sociology,newsouthwales5,SIPS19,SIPS19
R8RN,R8RN,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
Repb,Repb,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
VpRX,VpRX,psychology,newsouthwales5,SIPS19,SIPS19
YB8N,YB8N,criminology,newsouthwales5,SIPS19,SIPS19
yDyG,yDyG,marketing/org behavior,newsouthwales5,SIPS19,SIPS19
zvqm,zvqm,psychology,newsouthwales5,SIPS19,SIPS19
22Gg,22Gg,sociology,queensland1,SIPS19,SIPS19
8EeW,8EeW,psychology,queensland1,SIPS19,SIPS19
9BYl,9BYl,psychology,queensland1,SIPS19,SIPS19
a8zB,a8zB,psychology,queensland1,SIPS19,SIPS19
AWX,AWX,psychology,queensland1,SIPS19,SIPS19
Ba3Q,Ba3Q,psychology,queensland1,SIPS19,SIPS19
BrGp,BrGp,psychology,queensland1,SIPS19,SIPS19
dDDJ,dDDJ,marketing/org behavior,queensland1,SIPS19,SIPS19
eb7,eb7,marketing/org behavior,queensland1,SIPS19,SIPS19
Ejwx,Ejwx,marketing/org behavior,queensland1,SIPS19,SIPS19
eR5K,eR5K,economics,queensland1,SIPS19,SIPS19
g3XY,g3XY,marketing/org behavior,queensland1,SIPS19,SIPS19
GXz,GXz,psychology,queensland1,SIPS19,SIPS19
JWy,JWy,psychology,queensland1,SIPS19,SIPS19
kLW,kLW,marketing/org behavior,queensland1,SIPS19,SIPS19
l3dW,l3dW,psychology,queensland1,SIPS19,SIPS19
pYXm,pYXm,political science,queensland1,SIPS19,SIPS19
QBm,QBm,psychology,queensland1,SIPS19,SIPS19
R1Wb,R1Wb,sociology,queensland1,SIPS19,SIPS19
r82r,r82r,psychology,queensland1,SIPS19,SIPS19
wa7k,wa7k,psychology,queensland1,SIPS19,SIPS19
yD1Q,yD1Q,marketing/org behavior,queensland1,SIPS19,SIPS19
rjb2,rjb,psychology,queensland2,SIPS19,SIPS19
08gk,08gk,psychology,queensland2,SIPS19,SIPS19
0Ry2,0Ry2,criminology,queensland2,SIPS19,SIPS19
1VE,1VE,psychology,queensland2,SIPS19,SIPS19
34Wj,34Wj,marketing/org behavior,queensland2,SIPS19,SIPS19
9ey,9ey,marketing/org behavior,queensland2,SIPS19,SIPS19
9YDa,9YDa,marketing/org behavior,queensland2,SIPS19,SIPS19
Bj5j,Bj5j,psychology,queensland2,SIPS19,SIPS19
e3vg,e3vg,psychology,queensland2,SIPS19,SIPS19
G4DD,G4DD,criminology,queensland2,SIPS19,SIPS19
G7xz,G7xz,marketing/org behavior,queensland2,SIPS19,SIPS19
j15g,j15g,marketing/org behavior,queensland2,SIPS19,SIPS19
J7qB,J7qB,marketing/org behavior,queensland2,SIPS19,SIPS19
JYmy,JYmy,political science,queensland2,SIPS19,SIPS19
ONad,ONad,marketing/org behavior,queensland2,SIPS19,SIPS19
q5AN,q5AN,marketing/org behavior,queensland2,SIPS19,SIPS19
ReY7,ReY7,economics,queensland2,SIPS19,SIPS19
rO4R,rO4R,psychology,queensland2,SIPS19,SIPS19
rvb,rvb,psychology,queensland2,SIPS19,SIPS19
rvrE,rvrE,psychology,queensland2,SIPS19,SIPS19
VvZX,VvZX,economics,queensland2,SIPS19,SIPS19
WE5V,WE5V,economics,queensland2,SIPS19,SIPS19
0RPb,0RPb,psychology,queensland3,SIPS19,SIPS19
22x5,22x5,sociology,queensland3,SIPS19,SIPS19
25p7,25p7,political science,queensland3,SIPS19,SIPS19
7EY2,7EY2,psychology,queensland3,SIPS19,SIPS19
AWmN,AWmN,psychology,queensland3,SIPS19,SIPS19
AXPG,AXPG,marketing/org behavior,queensland3,SIPS19,SIPS19
b4Q9,b4Q9,psychology,queensland3,SIPS19,SIPS19
bGy8,bGy8,economics,queensland3,SIPS19,SIPS19
Br8d,Br8d,psychology,queensland3,SIPS19,SIPS19
DlGL,DlGL,marketing/org behavior,queensland3,SIPS19,SIPS19
GeGj,GeGj,marketing/org behavior,queensland3,SIPS19,SIPS19
jDp9,jDp9,political science,queensland3,SIPS19,SIPS19
mBL1,mBL1,psychology,queensland3,SIPS19,SIPS19
OOb,OOb,marketing/org behavior,queensland3,SIPS19,SIPS19
vRdL,vRdL,marketing/org behavior,queensland3,SIPS19,SIPS19
vRVv,vRVv,psychology,queensland3,SIPS19,SIPS19
VvlD,VvlD,marketing/org behavior,queensland3,SIPS19,SIPS19
Wwr,Wwr,marketing/org behavior,queensland3,SIPS19,SIPS19
YBOp,YBOp,political science,queensland3,SIPS19,SIPS19
YBqp,YBqp,political science,queensland3,SIPS19,SIPS19
zKgY,zKgY,political science,queensland3,SIPS19,SIPS19
Zp4,Zp4,marketing/org behavior,queensland3,SIPS19,SIPS19
59VB,59VB,psychology,queensland4,SIPS19,SIPS19
AyvG,AyvG,psychology,queensland4,SIPS19,SIPS19
BjbQ,BjbQ,marketing/org behavior,queensland4,SIPS19,SIPS19
dXlJ,dXlJ,marketing/org behavior,queensland4,SIPS19,SIPS19
dXvX,dXvX,marketing/org behavior,queensland4,SIPS19,SIPS19
EjYy,EjYy,marketing/org behavior,queensland4,SIPS19,SIPS19
eRwQ,eRwQ,marketing/org behavior,queensland4,SIPS19,SIPS19
j3y4,j3y4,economics,queensland4,SIPS19,SIPS19
J43Q,J43Q,marketing/org behavior,queensland4,SIPS19,SIPS19
K47e,K47e,criminology,queensland4,SIPS19,SIPS19
Kx7W,Kx7W,psychology,queensland4,SIPS19,SIPS19
mlRR,mlRR,marketing/org behavior,queensland4,SIPS19,SIPS19
OGRL,OGRL,psychology,queensland4,SIPS19,SIPS19
OJq0,OJq0,psychology,queensland4,SIPS19,SIPS19
OkRb,OkRb,marketing/org behavior,queensland4,SIPS19,SIPS19
ONpy,ONpy,marketing/org behavior,queensland4,SIPS19,SIPS19
qND2,qND2,political science,queensland4,SIPS19,SIPS19
rBBq,rBBq,psychology,queensland4,SIPS19,SIPS19
Reb9,Reb9,marketing/org behavior,queensland4,SIPS19,SIPS19
VNxX,VNxX,criminology,queensland4,SIPS19,SIPS19
XLb,XLb,marketing/org behavior,queensland4,SIPS19,SIPS19
zKGr,zKGr,psychology,queensland4,SIPS19,SIPS19
2A75,2A75,psychology,southaustralia1,SIPS19,SIPS19
41rN,41rN,economics,southaustralia1,SIPS19,SIPS19
421B,421B,psychology,southaustralia1,SIPS19,SIPS19
52WE,52WE,psychology,southaustralia1,SIPS19,SIPS19
8E75,8E75,criminology,southaustralia1,SIPS19,SIPS19
9Yqy,9Yqy,marketing/org behavior,southaustralia1,SIPS19,SIPS19
E2DZ,E2DZ,psychology,southaustralia1,SIPS19,SIPS19
EAa,EAa,psychology,southaustralia1,SIPS19,SIPS19
EK2r,EK2r,psychology,southaustralia1,SIPS19,SIPS19
j3q9,j3q9,marketing/org behavior,southaustralia1,SIPS19,SIPS19
J492,J492,economics,southaustralia1,SIPS19,SIPS19
kmDj,kmDj,marketing/org behavior,southaustralia1,SIPS19,SIPS19
NjD8,NjD8,marketing/org behavior,southaustralia1,SIPS19,SIPS19
PK7Y,PK7Y,political science,southaustralia1,SIPS19,SIPS19
qdbv,qdbv,marketing/org behavior,southaustralia1,SIPS19,SIPS19
QR2V,QR2V,marketing/org behavior,southaustralia1,SIPS19,SIPS19
Rejv,Rejv,marketing/org behavior,southaustralia1,SIPS19,SIPS19
vRJa,vRJa,psychology,southaustralia1,SIPS19,SIPS19
WpzV,WpzV,psychology,southaustralia1,SIPS19,SIPS19
YBWN,YBWN,criminology,southaustralia1,SIPS19,SIPS19
YjOl,YjOl,psychology,southaustralia1,SIPS19,SIPS19
zvl4,zvl4,psychology,southaustralia1,SIPS19,SIPS19
121q,121q,psychology,southaustralia2,SIPS19,SIPS19
38JJ,38JJ,psychology,southaustralia2,SIPS19,SIPS19
58A2,58A2,marketing/org behavior,southaustralia2,SIPS19,SIPS19
92pL,92pL,psychology,southaustralia2,SIPS19,SIPS19
9yy,9yy,marketing/org behavior,southaustralia2,SIPS19,SIPS19
a84D,a84D,criminology,southaustralia2,SIPS19,SIPS19
amLY,amLY,psychology,southaustralia2,SIPS19,SIPS19
AOj,AOj,psychology,southaustralia2,SIPS19,SIPS19
Ba9E,Ba9E,criminology,southaustralia2,SIPS19,SIPS19
Br0x,Br0x,psychology,southaustralia2,SIPS19,SIPS19
d8p,d8p,marketing/org behavior,southaustralia2,SIPS19,SIPS19
dLE2,dLE2,marketing/org behavior,southaustralia2,SIPS19,SIPS19
dmPZ,dmPZ,marketing/org behavior,southaustralia2,SIPS19,SIPS19
GPQj,GPQj,psychology,southaustralia2,SIPS19,SIPS19
p9pE,p9pE,marketing/org behavior,southaustralia2,SIPS19,SIPS19
Pkez,Pkez,economics,southaustralia2,SIPS19,SIPS19
PkXJ,PkXJ,marketing/org behavior,southaustralia2,SIPS19,SIPS19
PNzd,PNzd,psychology,southaustralia2,SIPS19,SIPS19
Qk5P,Qk5P,psychology,southaustralia2,SIPS19,SIPS19
vRYa,vRYa,marketing/org behavior,southaustralia2,SIPS19,SIPS19
XvLK,XvLK,psychology,southaustralia2,SIPS19,SIPS19
zekm,zekm,marketing/org behavior,southaustralia2,SIPS19,SIPS19
0Owl,0Owl,marketing/org behavior,southaustralia3,SIPS19,SIPS19
1VeW,1VeW,economics,southaustralia3,SIPS19,SIPS19
3OWZ,3OWZ,political science,southaustralia3,SIPS19,SIPS19
41eq,41eq,marketing/org behavior,southaustralia3,SIPS19,SIPS19
4bq,4bq,psychology,southaustralia3,SIPS19,SIPS19
7929,7929,political science,southaustralia3,SIPS19,SIPS19
79LG,79LG,psychology,southaustralia3,SIPS19,SIPS19
8Qe,8Qe,marketing/org behavior,southaustralia3,SIPS19,SIPS19
9BDq,9BDq,psychology,southaustralia3,SIPS19,SIPS19
9Kq,9Kq,psychology,southaustralia3,SIPS19,SIPS19
E4Am,E4Am,psychology,southaustralia3,SIPS19,SIPS19
EGmx,EGmx,political science,southaustralia3,SIPS19,SIPS19
G1O,G1O,psychology,southaustralia3,SIPS19,SIPS19
g8N7,g8N7,marketing/org behavior,southaustralia3,SIPS19,SIPS19
m57R,m57R,economics,southaustralia3,SIPS19,SIPS19
Njqj,Njqj,economics,southaustralia3,SIPS19,SIPS19
ONVb,ONVb,marketing/org behavior,southaustralia3,SIPS19,SIPS19
QGya,QGya,marketing/org behavior,southaustralia3,SIPS19,SIPS19
qZZ,qZZ,psychology,southaustralia3,SIPS19,SIPS19
r8kR,r8kR,marketing/org behavior,southaustralia3,SIPS19,SIPS19
rwy8,rwy8,psychology,southaustralia3,SIPS19,SIPS19
YvxK,YvxK,marketing/org behavior,southaustralia3,SIPS19,SIPS19
yXV,yXV,marketing/org behavior,southaustralia3,SIPS19,SIPS19
1j4,1j4,marketing/org behavior,southaustralia4,SIPS19,SIPS19
3OGW,3OGW,psychology,southaustralia4,SIPS19,SIPS19
AgO1,AgO1,economics,southaustralia4,SIPS19,SIPS19
AgRY,AgRY,marketing/org behavior,southaustralia4,SIPS19,SIPS19
amOR,amOR,economics,southaustralia4,SIPS19,SIPS19
AvmN,AvmN,psychology,southaustralia4,SIPS19,SIPS19
AX,AX,psychology,southaustralia4,SIPS19,SIPS19
dD7l,dD7l,psychology,southaustralia4,SIPS19,SIPS19
Dl8D,Dl8D,marketing/org behavior,southaustralia4,SIPS19,SIPS19
g3pQ,g3pQ,economics,southaustralia4,SIPS19,SIPS19
Geep,Geep,marketing/org behavior,southaustralia4,SIPS19,SIPS19
gwaK,gwaK,psychology,southaustralia4,SIPS19,SIPS19
kNP4,kNP4,marketing/org behavior,southaustralia4,SIPS19,SIPS19
L41R,L41R,psychology,southaustralia4,SIPS19,SIPS19
PK3K,PK3K,psychology,southaustralia4,SIPS19,SIPS19
pYPj,pYPj,psychology,southaustralia4,SIPS19,SIPS19
qdKQ,qdKQ,marketing/org behavior,southaustralia4,SIPS19,SIPS19
qjmZ,qjmZ,psychology,southaustralia4,SIPS19,SIPS19
VNBA,VNBA,political science,southaustralia4,SIPS19,SIPS19
W8Ar,W8Ar,marketing/org behavior,southaustralia4,SIPS19,SIPS19
xYkP,xYkP,criminology,southaustralia4,SIPS19,SIPS19
YBGl,YBGl,criminology,southaustralia4,SIPS19,SIPS19
0aGb,0aGb,marketing/org behavior,southaustralia5,SIPS19,SIPS19
bGk1,bGk1,economics,southaustralia5,SIPS19,SIPS19
DEmL,DEmL,psychology,southaustralia5,SIPS19,SIPS19
DwX,DwX,marketing/org behavior,southaustralia5,SIPS19,SIPS19
egKl,egKl,marketing/org behavior,southaustralia5,SIPS19,SIPS19
egX9,egX9,psychology,southaustralia5,SIPS19,SIPS19
EJa,EJa,psychology,southaustralia5,SIPS19,SIPS19
gwpg,gwpg,criminology,southaustralia5,SIPS19,SIPS19
J40k,J40k,marketing/org behavior,southaustralia5,SIPS19,SIPS19
JA2,JA2,psychology,southaustralia5,SIPS19,SIPS19
NjKj,NjKj,economics,southaustralia5,SIPS19,SIPS19
OkDO,OkDO,economics,southaustralia5,SIPS19,SIPS19
VG95,VG95,marketing/org behavior,southaustralia5,SIPS19,SIPS19
VNx5,VNx5,criminology,southaustralia5,SIPS19,SIPS19
WE7Z,WE7Z,marketing/org behavior,southaustralia5,SIPS19,SIPS19
Wp4V,Wp4V,criminology,southaustralia5,SIPS19,SIPS19
XP0K,XP0K,marketing/org behavior,southaustralia5,SIPS19,SIPS19
Xxmz,Xxmz,political science,southaustralia5,SIPS19,SIPS19
yDBV,yDBV,marketing/org behavior,southaustralia5,SIPS19,SIPS19
yN8V,yN8V,psychology,southaustralia5,SIPS19,SIPS19
Yvpl,Yvpl,psychology,southaustralia5,SIPS19,SIPS19
zlw,zlw,psychology,southaustralia5,SIPS19,SIPS19
0b8,0b8,marketing/org behavior,tasmania1,SIPS19,SIPS19
0mk,0mk,psychology,tasmania1,SIPS19,SIPS19
41Ew,41Ew,marketing/org behavior,tasmania1,SIPS19,SIPS19
599w,599w,marketing/org behavior,tasmania1,SIPS19,SIPS19
7JOp,7JOp,psychology,tasmania1,SIPS19,SIPS19
7WjP,7WjP,psychology,tasmania1,SIPS19,SIPS19
82dv,82dv,psychology,tasmania1,SIPS19,SIPS19
bgl8,bgl8,psychology,tasmania1,SIPS19,SIPS19
Bjpp,Bjpp,psychology,tasmania1,SIPS19,SIPS19
DEqr,DEqr,political science,tasmania1,SIPS19,SIPS19
dXWX,dXWX,marketing/org behavior,tasmania1,SIPS19,SIPS19
E25r,E25r,marketing/org behavior,tasmania1,SIPS19,SIPS19
K4bk,K4bk,criminology,tasmania1,SIPS19,SIPS19
kRW,kRW,marketing/org behavior,tasmania1,SIPS19,SIPS19
mld7,mld7,marketing/org behavior,tasmania1,SIPS19,SIPS19
NNk8,NNk8,marketing/org behavior,tasmania1,SIPS19,SIPS19
pNr3,pNr3,marketing/org behavior,tasmania1,SIPS19,SIPS19
QRx1,QRx1,psychology,tasmania1,SIPS19,SIPS19
we7p,we7p,psychology,tasmania1,SIPS19,SIPS19
XN5v,XN5v,sociology,tasmania1,SIPS19,SIPS19
YbK,YbK,psychology,tasmania1,SIPS19,SIPS19
zK4y,zK4y,criminology,tasmania1,SIPS19,SIPS19
0B0k,0B0k,psychology,tasmania2,SIPS19,SIPS19
1zb7,1zb7,marketing/org behavior,tasmania2,SIPS19,SIPS19
5923,5923,marketing/org behavior,tasmania2,SIPS19,SIPS19
59bm,59bm,psychology,tasmania2,SIPS19,SIPS19
8Eav,8Eav,marketing/org behavior,tasmania2,SIPS19,SIPS19
9J1,9J1,psychology,tasmania2,SIPS19,SIPS19
9Yja,9Yja,marketing/org behavior,tasmania2,SIPS19,SIPS19
a8AB,a8AB,criminology,tasmania2,SIPS19,SIPS19
AgB9,AgB9,marketing/org behavior,tasmania2,SIPS19,SIPS19
aN9D,aN9D,psychology,tasmania2,SIPS19,SIPS19
AWLO,AWLO,criminology,tasmania2,SIPS19,SIPS19
Dlry,Dlry,marketing/org behavior,tasmania2,SIPS19,SIPS19
g8B9,g8B9,sociology,tasmania2,SIPS19,SIPS19
jLr,jLr,psychology,tasmania2,SIPS19,SIPS19
Q1Ga,Q1Ga,marketing/org behavior,tasmania2,SIPS19,SIPS19
Q2Q,Q2Q,psychology,tasmania2,SIPS19,SIPS19
Re3E,Re3E,marketing/org behavior,tasmania2,SIPS19,SIPS19
w5dv,w5dv,marketing/org behavior,tasmania2,SIPS19,SIPS19
Wre,Wre,psychology,tasmania2,SIPS19,SIPS19
xpYO,xpYO,psychology,tasmania2,SIPS19,SIPS19
xvrb,xvrb,psychology,tasmania2,SIPS19,SIPS19
xYjA,xYjA,criminology,tasmania2,SIPS19,SIPS19
088r,088r,marketing/org behavior,tasmania3,SIPS19,SIPS19
0W8,0W8,psychology,tasmania3,SIPS19,SIPS19
4drq,4drq,criminology,tasmania3,SIPS19,SIPS19
51bB,51bB,marketing/org behavior,tasmania3,SIPS19,SIPS19
587l,587l,economics,tasmania3,SIPS19,SIPS19
Aggz,Aggz,marketing/org behavior,tasmania3,SIPS19,SIPS19
bw79,bw79,political science,tasmania3,SIPS19,SIPS19
bx8,bx8,psychology,tasmania3,SIPS19,SIPS19
eRGp,eRGp,marketing/org behavior,tasmania3,SIPS19,SIPS19
ld8V,ld8V,marketing/org behavior,tasmania3,SIPS19,SIPS19
LdvG,LdvG,political science,tasmania3,SIPS19,SIPS19
LL3B,LL3B,marketing/org behavior,tasmania3,SIPS19,SIPS19
q5J2,q5J2,marketing/org behavior,tasmania3,SIPS19,SIPS19
qd3Q,qd3Q,marketing/org behavior,tasmania3,SIPS19,SIPS19
qdyg,qdyg,marketing/org behavior,tasmania3,SIPS19,SIPS19
qPPb,qPPb,psychology,tasmania3,SIPS19,SIPS19
ree8,ree8,psychology,tasmania3,SIPS19,SIPS19
Rv9,Rv9,marketing/org behavior,tasmania3,SIPS19,SIPS19
VNgD,VNgD,marketing/org behavior,tasmania3,SIPS19,SIPS19
vRrw,vRrw,economics,tasmania3,SIPS19,SIPS19
Vv3D,Vv3D,marketing/org behavior,tasmania3,SIPS19,SIPS19
YpZZ,YpZZ,psychology,tasmania3,SIPS19,SIPS19
41wO,41wO,economics,tasmania4,SIPS19,SIPS19
51xx,51xx,marketing/org behavior,tasmania4,SIPS19,SIPS19
5rez,5rez,psychology,tasmania4,SIPS19,SIPS19
7lAP,7lAP,marketing/org behavior,tasmania4,SIPS19,SIPS19
9YLZ,9YLZ,economics,tasmania4,SIPS19,SIPS19
AgQX,AgQX,economics,tasmania4,SIPS19,SIPS19
e1Bp,e1Bp,marketing/org behavior,tasmania4,SIPS19,SIPS19
Ej9x,Ej9x,marketing/org behavior,tasmania4,SIPS19,SIPS19
gw38,gw38,marketing/org behavior,tasmania4,SIPS19,SIPS19
Jx3Q,Jx3Q,marketing/org behavior,tasmania4,SIPS19,SIPS19
kEmj,kEmj,marketing/org behavior,tasmania4,SIPS19,SIPS19
mrZ,mrZ,marketing/org behavior,tasmania4,SIPS19,SIPS19
P93w,P93w,marketing/org behavior,tasmania4,SIPS19,SIPS19
PN2z,PN2z,psychology,tasmania4,SIPS19,SIPS19
qNvQ,qNvQ,psychology,tasmania4,SIPS19,SIPS19
rKb,rKb,psychology,tasmania4,SIPS19,SIPS19
v8yG,v8yG,marketing/org behavior,tasmania4,SIPS19,SIPS19
VNQK,VNQK,criminology,tasmania4,SIPS19,SIPS19
Vv2X,Vv2X,economics,tasmania4,SIPS19,SIPS19
VvkV,VvkV,marketing/org behavior,tasmania4,SIPS19,SIPS19
XGZ,XGZ,psychology,tasmania4,SIPS19,SIPS19
xO5j,xO5j,marketing/org behavior,tasmania4,SIPS19,SIPS19
zK2,zK2,psychology,tasmania4,SIPS19,SIPS19
347d,347d,marketing/org behavior,tasmania5,SIPS19,SIPS19
58km,58km,marketing/org behavior,tasmania5,SIPS19,SIPS19
59Rq,59Rq,political science,tasmania5,SIPS19,SIPS19
8PNe,8PNe,psychology,tasmania5,SIPS19,SIPS19
bgL1,bgL1,psychology,tasmania5,SIPS19,SIPS19
dLAp,dLAp,marketing/org behavior,tasmania5,SIPS19,SIPS19
dX78,dX78,psychology,tasmania5,SIPS19,SIPS19
EGdx,EGdx,political science,tasmania5,SIPS19,SIPS19
g8jO,g8jO,marketing/org behavior,tasmania5,SIPS19,SIPS19
gbAY,gbAY,psychology,tasmania5,SIPS19,SIPS19
gPvK,gPvK,psychology,tasmania5,SIPS19,SIPS19
gvA,gvA,psychology,tasmania5,SIPS19,SIPS19
J742,J742,psychology,tasmania5,SIPS19,SIPS19
LGzz,LGzz,psychology,tasmania5,SIPS19,SIPS19
LYdz,LYdz,psychology,tasmania5,SIPS19,SIPS19
LYzr,LYzr,marketing/org behavior,tasmania5,SIPS19,SIPS19
q3xj,q3xj,psychology,tasmania5,SIPS19,SIPS19
w5KP,w5KP,marketing/org behavior,tasmania5,SIPS19,SIPS19
xOYL,xOYL,psychology,tasmania5,SIPS19,SIPS19
XPar,XPar,psychology,tasmania5,SIPS19,SIPS19
Xrr,Xrr,psychology,tasmania5,SIPS19,SIPS19
xYbO,xYbO,political science,tasmania5,SIPS19,SIPS19
ylY4,ylY4,marketing/org behavior,tasmania5,SIPS19,SIPS19
38vY,38vY,psychology,victoria1,SIPS19,SIPS19
41O8,41O8,marketing/org behavior,victoria1,SIPS19,SIPS19
Baqk,Baqk,psychology,victoria1,SIPS19,SIPS19
D8e,D8e,psychology,victoria1,SIPS19,SIPS19
E22x,E22x,marketing/org behavior,victoria1,SIPS19,SIPS19
E2E3,E2E3,psychology,victoria1,SIPS19,SIPS19
e3bp,e3bp,psychology,victoria1,SIPS19,SIPS19
EGVy,EGVy,criminology,victoria1,SIPS19,SIPS19
eRaK,eRaK,economics,victoria1,SIPS19,SIPS19
g3wY,g3wY,marketing/org behavior,victoria1,SIPS19,SIPS19
kNrP,kNrP,political science,victoria1,SIPS19,SIPS19
l4J,l4J,marketing/org behavior,victoria1,SIPS19,SIPS19
NGwE,NGwE,psychology,victoria1,SIPS19,SIPS19
p97E,p97E,marketing/org behavior,victoria1,SIPS19,SIPS19
P9O7,P9O7,sociology,victoria1,SIPS19,SIPS19
QpK,QpK,marketing/org behavior,victoria1,SIPS19,SIPS19
QRgq,QRgq,criminology,victoria1,SIPS19,SIPS19
R1NV,R1NV,marketing/org behavior,victoria1,SIPS19,SIPS19
R1zp,R1zp,marketing/org behavior,victoria1,SIPS19,SIPS19
Vpgm,Vpgm,psychology,victoria1,SIPS19,SIPS19
wmwk,wmwk,criminology,victoria1,SIPS19,SIPS19
Y1YK,Y1YK,psychology,victoria1,SIPS19,SIPS19
PkRz2,PkRz,psychology,victoria3,SIPS19,SIPS19
